fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
2650,Dan,"O'Connor","Johnny Irish",162.56,115,NULL,NULL,1982-11-17,6,6,0,1,http://ufcstats.com/fighter-details/69ea0119f6f0dfe0
2651,Sean,"O'Haire",NULL,195.58,270,NULL,Orthodox,1971-02-25,4,2,0,NULL,http://ufcstats.com/fighter-details/46effbd1135423c5
2652,Sean,"O'Malley",Sugar,180.34,135,182.88,Switch,1994-10-24,16,1,0,1,http://ufcstats.com/fighter-details/b50a426a33da0012
2653,Jeremiah,"O'Neal",NULL,172.72,260,NULL,NULL,1977-10-25,13,25,0,NULL,http://ufcstats.com/fighter-details/338fda4ec7034c5d
2654,Chuck,"O'Neil","Cold Steel",187.96,170,NULL,NULL,1985-09-22,17,9,0,NULL,http://ufcstats.com/fighter-details/56bc9ccb609df534
2655,Casey,"O'Neill",King,167.64,125,175.26,Orthodox,1997-10-07,9,1,0,NULL,http://ufcstats.com/fighter-details/04835018f90b118c
2656,Brendan,"O'Reilly",Badger,170.18,170,175.26,Orthodox,1987-06-24,6,3,0,1,http://ufcstats.com/fighter-details/494b0bfdbac74502
2657,Takahiro,Oba,NULL,172.72,200,NULL,Southpaw,NULL,5,7,1,NULL,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29
2658,Nobuhiro,Obiya,NULL,172.72,145,NULL,Orthodox,1981-01-15,12,5,1,NULL,http://ufcstats.com/fighter-details/6e3282d57d2467a0
2659,Christian,Ocon,NULL,172.72,135,175.26,Orthodox,1996-02-05,2,1,0,NULL,http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2
2660,Richard,Odoms,"The Black Eagle",195.58,265,NULL,Orthodox,1975-05-08,13,3,0,NULL,http://ufcstats.com/fighter-details/f43907e75f8d9baa
2661,Volkan,Oezdemir,"No Time",187.96,205,190.5,Orthodox,1989-09-19,18,7,0,NULL,http://ufcstats.com/fighter-details/0845c81e37d3bcb3
2662,Naoya,Ogawa,NULL,193.04,255,NULL,Orthodox,1968-03-31,7,2,0,NULL,http://ufcstats.com/fighter-details/4b2390cfaceb91d8
2663,Trey,Ogden,"Samurai Ghost",180.34,155,182.88,Orthodox,1989-11-14,16,6,0,NULL,http://ufcstats.com/fighter-details/cfc3e7bb44685289
2664,Andy,Ogle,"The Little Axe",172.72,145,175.26,Orthodox,1989-02-16,9,6,0,NULL,http://ufcstats.com/fighter-details/b6c4451cb13c9303
2665,Ho,"Taek Oh",Spider,NULL,155,NULL,NULL,1993-07-20,7,2,1,NULL,http://ufcstats.com/fighter-details/5c020ee6ab450870
2666,Michiyoshi,Ohara,NULL,177.8,205,NULL,Orthodox,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/6a8a06b542e1516d
2667,Koji,Oishi,NULL,172.72,170,NULL,Orthodox,1977-05-31,25,10,1,1,http://ufcstats.com/fighter-details/01daf32100ed7517
2668,Takayuki,Okada,"Giant Ochiai",185.42,290,NULL,Orthodox,NULL,3,3,2,NULL,http://ufcstats.com/fighter-details/32541eb5d12668b4
2669,Yushin,Okami,Thunder,187.96,170,190.5,Southpaw,1981-07-21,34,12,0,NULL,http://ufcstats.com/fighter-details/acff437707625fc7
2670,JJ,Okanovich,"The Bosnian Bomber",180.34,155,193.04,Orthodox,1990-11-04,7,1,0,NULL,http://ufcstats.com/fighter-details/aa40fe6038db56cb
2671,Bolaji,Oki,"The Zulu Warrior",NULL,155,NULL,NULL,1995-11-15,7,1,0,NULL,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d
2672,Kazuki,Okubo,NULL,180.34,175,NULL,Orthodox,NULL,7,9,0,NULL,http://ufcstats.com/fighter-details/33454ad90754cb49
2673,Masakatsu,Okuda,NULL,NULL,NULL,NULL,NULL,NULL,8,5,0,NULL,http://ufcstats.com/fighter-details/02a65a55f25fb4f3
2674,Aleksei,Oleinik,"The Boa Constrictor",187.96,240,203.2,Orthodox,1977-06-20,60,17,1,NULL,http://ufcstats.com/fighter-details/98c23cb6da5b3352
2675,Michal,Oleksiejczuk,Hussar,182.88,185,187.96,Southpaw,1995-02-22,18,6,0,1,http://ufcstats.com/fighter-details/0d65c432720accb9
2676,Rafaello,Oliveira,Tractor,172.72,155,180.34,Orthodox,1982-01-26,17,8,0,NULL,http://ufcstats.com/fighter-details/15b1b21cd743d652
2677,Charles,Oliveira,"Do Bronxs",177.8,155,187.96,Orthodox,1989-10-17,34,9,0,1,http://ufcstats.com/fighter-details/07225ba28ae309b6
2678,Jorge,Oliveira,NULL,185.42,205,NULL,NULL,NULL,5,3,1,1,http://ufcstats.com/fighter-details/bec2746f033802c3
2679,Ednaldo,Oliveira,Lula,195.58,205,NULL,Orthodox,1984-02-19,17,3,1,1,http://ufcstats.com/fighter-details/acd9513399a8b09b
2680,Alex,Oliveira,Cowboy,180.34,170,193.04,Orthodox,1988-02-21,22,12,1,2,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
2681,Maria,Oliveira,Spider-Girl,167.64,115,175.26,Orthodox,1996-12-12,13,7,0,NULL,http://ufcstats.com/fighter-details/37d752ec41ed84bb
2682,Bruno,Oliveira,NULL,193.04,205,203.2,Orthodox,1984-05-02,8,2,0,NULL,http://ufcstats.com/fighter-details/1e85912c9bab7e2b
2683,Saimon,Oliveira,NULL,162.56,135,182.88,Orthodox,1991-04-21,18,5,0,NULL,http://ufcstats.com/fighter-details/72ea1984c52019b5
2684,Wendell,"Oliveira Marques","The Machine",177.8,170,NULL,Orthodox,1983-06-01,29,10,0,NULL,http://ufcstats.com/fighter-details/32c03df3c9760069
2685,Felipe,Olivieri,NULL,175.26,155,NULL,Orthodox,1985-04-12,14,5,0,1,http://ufcstats.com/fighter-details/948880beac71f028
2686,Andy,Ologun,NULL,182.88,154,NULL,Orthodox,1983-06-12,3,1,0,NULL,http://ufcstats.com/fighter-details/e96d8538d3f9d0ed
2687,Shana,Olsen,"Rock Solid",170.18,145,NULL,NULL,1980-12-17,5,2,0,NULL,http://ufcstats.com/fighter-details/dfbb95ca0c143988
2688,Casey,Olson,"The Underdog",170.18,145,NULL,Orthodox,NULL,14,5,0,NULL,http://ufcstats.com/fighter-details/7613773461b276f4
2689,Dennis,Olson,NULL,182.88,170,NULL,NULL,NULL,14,11,0,NULL,http://ufcstats.com/fighter-details/8e0709784259402d
2690,Cameron,Olson,"Cap'n Crunch",185.42,205,190.5,Orthodox,1989-11-22,7,3,0,1,http://ufcstats.com/fighter-details/5a9104718439ef44
2691,Gadzhi,Omargadzhiev,NULL,185.42,170,180.34,Switch,1993-02-24,13,2,0,NULL,http://ufcstats.com/fighter-details/684d3aee255a3d09
2692,Alan,Omer,NULL,177.8,145,NULL,Orthodox,1988-09-14,20,5,0,NULL,http://ufcstats.com/fighter-details/f2ad06f1007c481a
2693,Daniel,Omielanczuk,NULL,182.88,247,187.96,Southpaw,1982-08-31,19,8,1,1,http://ufcstats.com/fighter-details/470fedbc8563ac47
2694,Michihiro,Omigawa,NULL,167.64,145,172.72,Orthodox,1975-12-19,17,14,1,NULL,http://ufcstats.com/fighter-details/9f842be1a5337be6
2695,David,Onama,NULL,180.34,145,187.96,Orthodox,1994-06-07,11,2,0,NULL,http://ufcstats.com/fighter-details/ffe9703408fb5964
2696,Charlie,Ontiveros,"American Bad Boy",187.96,155,187.96,Switch,1991-07-04,11,9,0,NULL,http://ufcstats.com/fighter-details/318572f6f74b760d
2697,Chibwikem,Onyenegecha,NULL,190.5,185,NULL,Orthodox,1994-04-18,5,0,0,NULL,http://ufcstats.com/fighter-details/887e09328cd63df1
2698,Sam,Oropeza,NULL,187.96,170,NULL,NULL,NULL,13,3,0,NULL,http://ufcstats.com/fighter-details/6b8db407d49c6e4b
2699,Brian,Ortega,T-City,172.72,145,175.26,Switch,1991-02-21,15,3,0,1,http://ufcstats.com/fighter-details/def8166ff24bd237
2700,Tito,Ortiz,"The People's Champ",190.5,205,187.96,Orthodox,1975-01-23,19,12,1,NULL,http://ufcstats.com/fighter-details/2f732dd9210d301f
2701,Jorge,Ortiz,"The Naked Man",182.88,185,NULL,Orthodox,NULL,18,9,1,1,http://ufcstats.com/fighter-details/9c5828c6fd9dc948
2702,Dustin,Ortiz,NULL,165.1,125,165.1,Orthodox,1988-12-25,19,8,0,NULL,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
2703,Kenji,Osawa,NULL,170.18,135,167.64,Orthodox,1976-11-04,20,11,2,NULL,http://ufcstats.com/fighter-details/8eb239a52fc4ec14
2704,Ode,Osbourne,"The Jamaican Sensation",170.18,125,185.42,Southpaw,1992-01-09,12,5,0,1,http://ufcstats.com/fighter-details/6d68c1afe954f121
2705,Kurt,Osiander,NULL,NULL,185,NULL,NULL,NULL,4,1,0,NULL,http://ufcstats.com/fighter-details/f84dfc5a8d178403
2706,Nick,Osipczak,NULL,187.96,170,193.04,Orthodox,1984-12-30,6,3,0,NULL,http://ufcstats.com/fighter-details/5b407acfe0ef9b76
2707,Nissen,Osterneck,NULL,187.96,185,NULL,Orthodox,1981-05-01,12,4,0,NULL,http://ufcstats.com/fighter-details/d632d156c0549e07
2708,Rachael,Ostovich,NULL,160.02,125,157.48,Orthodox,1991-02-25,4,6,0,NULL,http://ufcstats.com/fighter-details/01784fbc27c68b14
2709,Pedro,Otavio,"Te Pedro",190.5,245,NULL,Orthodox,NULL,19,8,0,NULL,http://ufcstats.com/fighter-details/4512e46543b960ad
2710,Alexander,Otsuka,"The Diet Butcher",185.42,205,NULL,Orthodox,1971-07-17,5,13,0,NULL,http://ufcstats.com/fighter-details/865aa315ea62c511
2711,Takafumi,Otsuka,NULL,167.64,139,NULL,Orthodox,NULL,22,13,2,NULL,http://ufcstats.com/fighter-details/6b8f28da9a483049
2712,Zak,Ottow,"The Barbarian",180.34,170,182.88,Orthodox,1986-12-22,17,7,0,NULL,http://ufcstats.com/fighter-details/47cd337b86b1af92
2713,Artur,Oumakhanov,NULL,170.18,154,NULL,Orthodox,1979-02-27,9,6,0,NULL,http://ufcstats.com/fighter-details/1ef0eae31904e534
2714,Sidney,Outlaw,NULL,172.72,170,187.96,Orthodox,1992-04-11,8,4,0,NULL,http://ufcstats.com/fighter-details/871ce0b4a01922b6
2715,Alistair,Overeem,"The Demolition Man",193.04,265,203.2,Orthodox,1980-05-17,47,19,0,1,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c
2716,Valentijn,Overeem,NULL,190.5,230,NULL,Orthodox,1976-08-17,30,32,0,NULL,http://ufcstats.com/fighter-details/20e403a1acfef130
2717,Craig,Oxley,NULL,175.26,155,NULL,NULL,1973-02-14,0,3,0,NULL,http://ufcstats.com/fighter-details/4bb9d7a32d02a03e
2718,Shungo,Oyama,NULL,180.34,185,NULL,Southpaw,1974-04-11,14,19,0,NULL,http://ufcstats.com/fighter-details/47b7e4e60813b7b2
2719,Alptekin,Ozkilic,"The Turkish Delight",165.1,125,165.1,Orthodox,1986-03-27,9,5,0,NULL,http://ufcstats.com/fighter-details/e18a19001a3f7c7d
2720,Raquel,"Pa'aluhi",Rocky,170.18,135,NULL,NULL,NULL,6,5,0,NULL,http://ufcstats.com/fighter-details/373be586f370d400
2721,Nick,Pace,NULL,170.18,135,172.72,Orthodox,1987-04-17,8,3,0,NULL,http://ufcstats.com/fighter-details/8cb76103cd8a1562
2722,Larissa,Pacheco,NULL,170.18,135,NULL,Orthodox,1994-09-07,10,2,0,NULL,http://ufcstats.com/fighter-details/16b89be2f5c16fba
2723,Teemu,Packalen,Pacu,185.42,155,190.5,Orthodox,1987-05-22,8,3,0,NULL,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
2724,George,Pacurariu,Constantine,170.18,135,NULL,NULL,1984-07-28,10,5,0,NULL,http://ufcstats.com/fighter-details/c51da79b0346b5b7
2725,Cyrillo,Padilha,NULL,180.34,155,NULL,NULL,1978-01-23,3,3,0,NULL,http://ufcstats.com/fighter-details/856c4d2668a875f9
2726,Gary,Padilla,NULL,180.34,205,NULL,NULL,1980-05-04,12,6,0,NULL,http://ufcstats.com/fighter-details/01dd4cdc2446f665
2727,Fernando,Padilla,"El Valiente",185.42,145,193.04,Orthodox,1996-12-15,15,4,0,NULL,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560
2728,Damacio,Page,"The Angel of Death",167.64,135,167.64,Orthodox,1982-09-30,19,10,0,NULL,http://ufcstats.com/fighter-details/c96e2ae6021144a1
2729,Michael,Page,Venom,187.96,170,NULL,NULL,1987-04-07,12,0,0,NULL,http://ufcstats.com/fighter-details/a67d071163962af8
2730,Dustin,Pague,"The Disciple",175.26,135,187.96,Orthodox,1987-08-05,12,11,0,NULL,http://ufcstats.com/fighter-details/55f80a8aeffcdb33
2731,Josh,Paiva,NULL,167.64,125,NULL,NULL,1991-04-05,8,2,0,NULL,http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda
2732,Raulian,Paiva,NULL,172.72,135,175.26,Orthodox,1995-10-17,21,5,0,NULL,http://ufcstats.com/fighter-details/82b4e942781b1046
2733,Dinis,"Paiva Jr.",Sweetbread,175.26,145,180.34,Southpaw,1988-05-26,13,8,0,NULL,http://ufcstats.com/fighter-details/ad3a5e465c76e499
2734,Fredson,Paixao,NULL,167.64,145,167.64,Orthodox,1979-05-13,10,5,0,1,http://ufcstats.com/fighter-details/320edfb0332b7073
2735,Luis,Pajuelo,"Corazon de Leon",NULL,145,NULL,NULL,1994-12-12,7,1,0,NULL,http://ufcstats.com/fighter-details/e530df53922f413e
2736,Jose,Palacios,NULL,175.26,145,NULL,Orthodox,NULL,3,2,0,NULL,http://ufcstats.com/fighter-details/de20ffb3fc2e7629
2737,Ricky,Palacios,"El Gallero",167.64,145,NULL,Orthodox,1987-07-05,10,1,0,NULL,http://ufcstats.com/fighter-details/797ddccda75f169f
2738,Bart,Palaszewski,Bartimus,175.26,145,177.8,Orthodox,1983-05-30,36,17,0,NULL,http://ufcstats.com/fighter-details/4304992c2acc187b
2739,Sasha,Palatnikov,NULL,185.42,170,182.88,Switch,1989-03-15,6,4,0,NULL,http://ufcstats.com/fighter-details/a6c20202c701e5ca
2740,Soa,Palelei,"The Hulk",193.04,265,205.74,Orthodox,1977-07-12,22,5,0,NULL,http://ufcstats.com/fighter-details/60029bcf496bd707
2741,Rousimar,Palhares,Toquinho,172.72,170,180.34,Orthodox,1980-02-26,19,8,0,NULL,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75
2742,Tulio,Palhares,NULL,NULL,180,NULL,NULL,NULL,2,16,0,NULL,http://ufcstats.com/fighter-details/e8c170a64dc920ac
2743,Stephen,Palling,Bozo,162.56,143,NULL,NULL,1967-01-29,11,7,1,NULL,http://ufcstats.com/fighter-details/ab7c212de9f66af0
2744,Eduardo,Pamplona,NULL,180.34,170,NULL,NULL,1973-02-20,16,4,0,NULL,http://ufcstats.com/fighter-details/f31c0905045fa100
2745,Alexandre,Pantoja,"The Cannibal",165.1,125,170.18,Orthodox,1990-04-16,25,5,0,NULL,http://ufcstats.com/fighter-details/a0f0004aadf10b71
2746,Jared,Papazian,"The Jackhammer",172.72,135,170.18,Southpaw,1988-02-01,20,13,0,1,http://ufcstats.com/fighter-details/edad57b3dddf2168
2747,Kathryn,Paprocki,NULL,160.02,115,160.02,Orthodox,1993-04-28,3,2,0,NULL,http://ufcstats.com/fighter-details/bd381cde8426077a
2748,Joe,Pardo,NULL,185.42,210,NULL,Southpaw,NULL,4,6,0,NULL,http://ufcstats.com/fighter-details/74fefd43f073cd2f
2749,Bryan,Pardoe,"Pain Inducer",185.42,205,NULL,Orthodox,NULL,13,16,0,NULL,http://ufcstats.com/fighter-details/56116537d71a578c
2750,Remco,Pardoel,Grizzly,190.5,260,NULL,Southpaw,NULL,9,6,1,2,http://ufcstats.com/fighter-details/749685d24e2cac50
2751,Ido,Pariente,NULL,172.72,155,NULL,Orthodox,NULL,13,6,0,NULL,http://ufcstats.com/fighter-details/7573d25a078b5732
2752,Josh,Parisian,NULL,193.04,265,200.66,Orthodox,1989-06-28,15,6,0,NULL,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
2753,Karo,Parisyan,"The Heat",177.8,170,182.88,Orthodox,1982-08-28,24,11,0,1,http://ufcstats.com/fighter-details/349aaa3da11eb587
2754,Won,"Sik Park",Parky,180.34,154,NULL,Orthodox,NULL,11,7,1,1,http://ufcstats.com/fighter-details/9df394db5ca103eb
2755,JunYong,Park,"The Iron Turtle",177.8,185,185.42,Orthodox,1991-02-27,16,5,0,NULL,http://ufcstats.com/fighter-details/285ae0b4a68221f4
2756,Harvey,Park,Fightbot,182.88,155,177.8,Orthodox,1986-03-22,12,3,0,NULL,http://ufcstats.com/fighter-details/b709b534b6873744
2757,HyunSung,Park,"Peace of Mind",170.18,125,167.64,Orthodox,1995-11-04,8,0,0,NULL,http://ufcstats.com/fighter-details/b671bdf981ad527d
2758,Norman,Parke,"Stormin'",180.34,155,177.8,Southpaw,1986-12-22,23,6,1,NULL,http://ufcstats.com/fighter-details/14ff46596ad80609
2759,Ryan,Parker,NULL,190.5,235,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/6a0b80a24f22e152
2760,Larry,Parker,NULL,180.34,205,NULL,Orthodox,NULL,13,6,1,NULL,http://ufcstats.com/fighter-details/c0231720fe516994
2761,Tyra,Parker,NULL,165.1,115,NULL,Orthodox,NULL,4,5,0,NULL,http://ufcstats.com/fighter-details/64be3dc99eaa42b6
2762,Mick,Parkin,NULL,193.04,265,200.66,Orthodox,1995-10-02,6,0,0,NULL,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
2763,Willie,Parks,Slick,177.8,185,NULL,NULL,1983-11-04,5,2,0,NULL,http://ufcstats.com/fighter-details/86ad0ae839331bd7
2764,Jordan,Parsons,"Pretty Boy",175.26,145,NULL,NULL,1990-08-26,11,2,0,NULL,http://ufcstats.com/fighter-details/8b2a18d3c6735083
2765,Preston,Parsons,Pressure,180.34,170,180.34,Orthodox,1995-07-15,10,4,0,NULL,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
2766,Jonny,Parsons,"The Sluggernaut",175.26,170,175.26,Orthodox,1991-09-06,8,2,0,NULL,http://ufcstats.com/fighter-details/2975297f505e9447
2767,Onassis,Parungao,NULL,180.34,200,NULL,NULL,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/96d173b7f92aa520
2768,Ramona,Pascual,NULL,170.18,135,167.64,Southpaw,1988-09-23,6,5,0,NULL,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
2769,Billy,Pasulatan,NULL,165.1,125,167.64,Switch,1991-08-07,10,3,0,NULL,http://ufcstats.com/fighter-details/e5a59983f4603621
2770,Jhonoven,Pati,"The Samoan Savage",185.42,185,190.5,Switch,1990-08-29,6,4,0,NULL,http://ufcstats.com/fighter-details/6b16024d44eb03a2
2771,Windri,Patilima,NULL,167.64,155,180.34,Southpaw,1993-07-19,8,1,0,NULL,http://ufcstats.com/fighter-details/66d42e9503fa108e
2772,Jorge,Patino,Macaco,172.72,170,NULL,Orthodox,1973-08-05,38,19,2,2,http://ufcstats.com/fighter-details/c8cca8f3de5be4b4
2773,Russell,Patrick,NULL,175.26,145,NULL,NULL,NULL,6,4,0,NULL,http://ufcstats.com/fighter-details/eafedba0617ced81
2774,Claude,Patrick,"The Prince",180.34,170,190.5,Orthodox,1980-06-14,14,2,0,NULL,http://ufcstats.com/fighter-details/56116a79e4deed06
2775,Alan,Patrick,Nuguette,180.34,155,187.96,Southpaw,1983-07-19,15,4,0,1,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
2776,Michael,Patt,NULL,182.88,205,NULL,Orthodox,NULL,12,4,0,NULL,http://ufcstats.com/fighter-details/83d0de122f2f9664
2777,Justin,Patterson,"The Tactician",177.8,170,NULL,NULL,1985-12-07,9,3,0,NULL,http://ufcstats.com/fighter-details/2dc7c49cfaeb867c
2778,Sam,Patterson,NULL,190.5,155,198.12,Orthodox,1996-04-30,10,2,1,NULL,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7
2779,Zac,Pauga,"The Ripper",187.96,205,193.04,Orthodox,1988-02-25,7,2,0,NULL,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
2780,Julio,Paulino,"The Dominican Demon",182.88,170,NULL,Orthodox,1975-12-04,23,5,0,NULL,http://ufcstats.com/fighter-details/60c72f7459827881
2781,Thomas,Paull,Juggernaut,170.18,155,170.18,Orthodox,1994-10-15,11,4,0,NULL,http://ufcstats.com/fighter-details/dda67d7d3df6b406
2782,Sergei,Pavlovich,NULL,190.5,257,213.36,Southpaw,1992-05-13,18,1,0,NULL,http://ufcstats.com/fighter-details/f14cf73e51b29254
2783,Pawel,Pawlak,NULL,182.88,170,185.42,Orthodox,1989-02-08,12,3,0,NULL,http://ufcstats.com/fighter-details/9310418684bc896f
2784,Estevan,Payan,"El Terrible",177.8,145,NULL,Orthodox,1982-03-14,16,12,0,1,http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
2785,Sarah,Payant,Soulja,162.56,115,NULL,NULL,NULL,1,4,0,NULL,http://ufcstats.com/fighter-details/748d4e35f846a029
2786,Roland,Payne,NULL,175.26,205,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/2e04a3b4a2011b97
2787,Jonathan,Pearce,JSP,182.88,145,180.34,Switch,1992-05-01,14,4,0,NULL,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
2788,Joe,Pearson,"The Triangular Strangler",177.8,145,NULL,Orthodox,1978-03-28,45,30,1,NULL,http://ufcstats.com/fighter-details/122806b56775a53a
2789,Ross,Pearson,"The Real Deal",172.72,155,175.26,Orthodox,1984-09-26,20,16,0,1,http://ufcstats.com/fighter-details/4f732e58ed907eff
2790,Andre,Pederneiras,NULL,172.72,155,NULL,Orthodox,1967-03-22,1,1,2,NULL,http://ufcstats.com/fighter-details/bba678d312590087
2791,Carlo,"Pedersoli Jr.",Semento,180.34,170,190.5,Southpaw,1993-06-08,11,3,0,NULL,http://ufcstats.com/fighter-details/198994b47f395af0
2792,Matt,Pedro,NULL,NULL,NULL,NULL,NULL,NULL,3,1,0,NULL,http://ufcstats.com/fighter-details/f354c50b8d63d9b3
2793,Tyson,Pedro,NULL,190.5,205,200.66,Orthodox,1991-09-17,9,4,0,NULL,http://ufcstats.com/fighter-details/49e96ff8ab781589
2794,Trevor,Peek,NULL,175.26,155,177.8,Switch,1995-01-09,8,1,0,1,http://ufcstats.com/fighter-details/0bc697c5936a2d0a
2795,Willie,Peeters,NULL,175.26,220,NULL,Orthodox,1965-10-26,9,10,1,NULL,http://ufcstats.com/fighter-details/e7bfdb5e0112891e
2796,Filip,Pejic,NULL,172.72,135,NULL,Orthodox,1992-07-21,12,2,2,NULL,http://ufcstats.com/fighter-details/38ed5a2299230227
2797,Kurt,Pellegrino,Batman,172.72,155,177.8,Orthodox,1979-05-07,16,7,0,NULL,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
2798,Yan,Pellerin,"Wild Thing",180.34,205,NULL,Orthodox,NULL,11,13,0,NULL,http://ufcstats.com/fighter-details/bfe95ec546692b13
2799,Julianna,Pena,"The Venezuelan Vixen",167.64,135,175.26,Orthodox,1989-08-19,12,5,0,NULL,http://ufcstats.com/fighter-details/3253b16d38ae087d
2800,Luis,Pena,"Violent Bob Ross",190.5,155,190.5,Southpaw,1993-07-05,9,3,0,NULL,http://ufcstats.com/fighter-details/2844b047183a1adb
2801,Felipe,Pena,Preguica,NULL,NULL,NULL,NULL,1991-10-19,0,0,0,NULL,http://ufcstats.com/fighter-details/566ff9546fc29acd
2802,Matej,Penaz,Money,190.5,185,210.82,Southpaw,1996-10-14,6,1,0,NULL,http://ufcstats.com/fighter-details/abd64006fd37298d
2803,Sherman,Pendergarst,"The Tank",185.42,235,NULL,Orthodox,1967-08-01,11,18,0,1,http://ufcstats.com/fighter-details/e670f8cc2969a789
2804,Drew,Pendleton,NULL,NULL,145,NULL,NULL,1983-12-08,5,0,0,NULL,http://ufcstats.com/fighter-details/34b634cb2471bdde
2805,Cathal,Pendred,"The Punisher",185.42,170,190.5,Orthodox,1987-09-02,17,4,1,NULL,http://ufcstats.com/fighter-details/99c7610aa74995d3
2806,BJ,Penn,"The Prodigy",175.26,155,177.8,Orthodox,1978-12-13,16,14,2,NULL,http://ufcstats.com/fighter-details/73c7cfa551289285
2807,Jessica,Penne,NULL,165.1,115,170.18,Orthodox,1983-01-30,14,8,0,NULL,http://ufcstats.com/fighter-details/c742287ed86a09bc
2808,Nick,Penner,"The Quiet Assassin",193.04,205,NULL,Southpaw,1980-03-26,11,3,0,NULL,http://ufcstats.com/fighter-details/879b8df81523d91b
2809,Justin,Pennington,NULL,162.56,NULL,NULL,NULL,NULL,3,3,0,NULL,http://ufcstats.com/fighter-details/0699c4b2a7c3c76f
2810,Raquel,Pennington,Rocky,170.18,135,170.18,Orthodox,1988-09-05,15,9,0,NULL,http://ufcstats.com/fighter-details/fc169c387b4b465d
2811,Jerron,Peoples,NULL,182.88,170,NULL,NULL,1982-05-04,4,3,0,NULL,http://ufcstats.com/fighter-details/a2ac473d74eb157c
2812,Godofredo,Pepey,NULL,170.18,145,185.42,Orthodox,1987-07-02,13,6,0,NULL,http://ufcstats.com/fighter-details/fa37628269132d1a
2813,Ray,Perales,Relentless,177.8,170,NULL,Orthodox,NULL,13,22,0,NULL,http://ufcstats.com/fighter-details/9a70f67ad2187fa3
2814,Robert,Peralta,Problems,172.72,145,180.34,Orthodox,1986-03-14,18,8,0,1,http://ufcstats.com/fighter-details/960d6cae8879ba2b
2815,Viviane,Pereira,Sucuri,154.94,115,160.02,Orthodox,1993-08-28,13,2,0,NULL,http://ufcstats.com/fighter-details/d50382dc0565a9e1
2816,Michel,Pereira,Demolidor,185.42,170,185.42,Orthodox,1993-10-06,28,11,0,2,http://ufcstats.com/fighter-details/595db60957de51d3
2817,Alex,Pereira,Poatan,193.04,205,200.66,Orthodox,1987-07-07,7,2,0,NULL,http://ufcstats.com/fighter-details/e5549c82bfb5582d
2818,Daniel,Pereira,Gaucho,177.8,185,NULL,NULL,1990-12-13,9,2,0,NULL,http://ufcstats.com/fighter-details/44f46b0592ca0814
2819,Luciano,Pereira,"El Torito",NULL,125,NULL,NULL,2001-01-09,13,1,0,NULL,http://ufcstats.com/fighter-details/d7ee49bf3c779fa6
2820,Rolando,Perez,NULL,172.72,135,NULL,Orthodox,NULL,7,5,2,NULL,http://ufcstats.com/fighter-details/4a9e305633f3ef47
2821,Philip,Perez,NULL,165.1,155,NULL,Southpaw,NULL,7,5,1,2,http://ufcstats.com/fighter-details/eee8efec7b951d84
2822,Erik,Perez,Goyito,172.72,135,172.72,Orthodox,1989-11-19,17,6,0,NULL,http://ufcstats.com/fighter-details/af62f99eb7606308
2823,Alejandro,Perez,Turbo,167.64,135,170.18,Orthodox,1989-09-02,23,9,1,NULL,http://ufcstats.com/fighter-details/80daefbed11ce998
2824,Frankie,Perez,NULL,180.34,155,185.42,Orthodox,1989-05-11,10,4,0,NULL,http://ufcstats.com/fighter-details/96c336b463e0662c
